SCO0002	GO:0003677;GO:0005524;GO:0016787
SCO2926	GO:0005515
SCO2927	GO:0003868;GO:0009072;GO:0016701;GO:0055114
SCO2928	GO:0003700;GO:0005622;GO:0006355;GO:0043565
SCO2930	GO:0006810;GO:0016020
SCO2931	GO:0005524;GO:0016020;GO:0016887;GO:0031460
SCO2932	GO:0006810;GO:0016020
SCO2933	GO:0005215;GO:0006810
SCO2934	GO:0004176;GO:0004252;GO:0006508
SCO2935	GO:0003677;GO:0006355
SCO2936	GO:0003677;GO:0005524;GO:0016787
SCO2937	GO:0016021;GO:0055085
SCO2938	GO:0016491;GO:0055114
SCO2940	GO:0016491;GO:0055114
SCO2941	GO:0009055;GO:0016491;GO:0046872;GO:0051536;GO:0051537;GO:0055114
SCO2942	GO:0003824;GO:0016491;GO:0016614;GO:0050660;GO:0055114
SCO2943	GO:0004553;GO:0004563;GO:0005975
SCO2944	GO:0006810;GO:0016020
SCO2945	GO:0006810;GO:0016020
SCO2949	GO:0003824;GO:0008760;GO:0016765;GO:0019277
SCO2950	GO:0003677
SCO2951	GO:0004470;GO:0004471;GO:0006108;GO:0051287;GO:0055114
SCO2952	GO:0005524
SCO2954	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO2958	GO:0000160;GO:0003677;GO:0004852;GO:0006355;GO:0033014
SCO2959	GO:0015112;GO:0015113;GO:0015706;GO:0015707;GO:0016021;GO:0055085
SCO2961	GO:0016747
SCO2962	GO:0003824;GO:0005975;GO:0016810
SCO2964	GO:0003700;GO:0006355
SCO2965	GO:0016021;GO:0055085
SCO2966	GO:0003723
SCO2967	GO:0005515;GO:0006508;GO:0008236
SCO2968	GO:0007049;GO:0016020;GO:0016021
SCO2969	GO:0005524;GO:0016887;GO:0051301
SCO2972	GO:0003747;GO:0005737;GO:0006415;GO:0016149
SCO2973	GO:0004672;GO:0005524;GO:0006468
SCO2974	GO:0004672;GO:0005524;GO:0006468
SCO2975	GO:0000166;GO:0003677;GO:0005515;GO:0005524
SCO2978	GO:0005215;GO:0006810
SCO2979	GO:0006810;GO:0016020
SCO2980	GO:0006810;GO:0016020
SCO2981	GO:0016020;GO:0047355
SCO2982	GO:0016020;GO:0047355
SCO2983	GO:0016020;GO:0047355
SCO2986	GO:0006979
SCO2987	GO:0003700;GO:0006355
SCO2988	GO:0003824;GO:0003978;GO:0006012;GO:0050662
SCO2989	GO:0009055;GO:0015035;GO:0045454
SCO2992	GO:0008080
SCO2994	GO:0003677
SCO2995	GO:0006810;GO:0016020
SCO2996	GO:0005524;GO:0016887
SCO2997	GO:0016020;GO:0047355
SCO2999	GO:0004352;GO:0019551
SCO3000	GO:0008152;GO:0016787
SCO3005	GO:0005524;GO:0006605;GO:0006886;GO:0016020;GO:0017038
SCO3006	GO:0008080
SCO3008	GO:0000160;GO:0003677;GO:0006355
SCO3009	GO:0044238
SCO3011	GO:0005515
SCO3012	GO:0000155;GO:0004871;GO:0007165;GO:0016021;GO:0016310;GO:0016772
SCO3013	GO:0000160;GO:0003677;GO:0006355
SCO3014	GO:0044237;GO:0044249
SCO3018	GO:0005524;GO:0016887
SCO3023	GO:0004013;GO:0006730
SCO3024	GO:0006812;GO:0008324;GO:0016021;GO:0055085
SCO3025	GO:0004476;GO:0005975;GO:0008270;GO:0009298
SCO3026	GO:0004347;GO:0004476;GO:0005975
SCO3028	GO:0005975;GO:0016868;GO:0071704
SCO3029	GO:0005887;GO:0015129;GO:0015727
SCO3035	GO:0005506;GO:0016702;GO:0055114
SCO3036	GO:0000287;GO:0016491;GO:0016780;GO:0051188;GO:0055114
SCO3037	GO:0016491;GO:0016881;GO:0043773;GO:0046872;GO:0051188
SCO3038	GO:0003824;GO:0006281
SCO3039	GO:0009058;GO:0016779
SCO3040	GO:0008270;GO:0008745;GO:0009253
SCO3041	GO:0003824;GO:0008152
SCO3051	GO:0003995;GO:0008152;GO:0016627;GO:0050660;GO:0055114
SCO3052	GO:0000271;GO:0003979;GO:0016616;GO:0051287;GO:0055114
SCO3053	GO:0004252;GO:0006508
SCO3057	GO:0006508;GO:0016805
SCO3058	GO:0006508;GO:0016805
SCO3059	GO:0006189
SCO3060	GO:0003824;GO:0004638;GO:0005524;GO:0006189
SCO3061	GO:0000271;GO:0006810;GO:0016021
SCO3062	GO:0000155;GO:0004871;GO:0007165;GO:0016021;GO:0016310;GO:0016772
SCO3063	GO:0000160;GO:0003677;GO:0006355
SCO3064	GO:0005215;GO:0006810;GO:0006857;GO:0015197;GO:0015833;GO:0016020
SCO3067	GO:0006355;GO:0045152
SCO3068	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO3070	GO:0005737;GO:0016787;GO:0016810;GO:0016812;GO:0019556
SCO3071	GO:0016787;GO:0016810
SCO3072	GO:0008152;GO:0016787;GO:0016813
SCO3073	GO:0016153
SCO3075	GO:0003677;GO:0003700;GO:0006355
SCO3077	GO:0004122;GO:0005737;GO:0006535;GO:0019343
SCO3079	GO:0003824;GO:0008152;GO:0016747
SCO3084	GO:0016491;GO:0055114;GO:0071949
SCO3089	GO:0005524;GO:0016887
SCO3090	GO:0016020
SCO3091	GO:0008610
SCO3092	GO:0016491;GO:0055114
SCO3095	GO:0007049
SCO3096	GO:0000015;GO:0000287;GO:0004634;GO:0006096
SCO3099	GO:0005506;GO:0016705;GO:0020037;GO:0055114
SCO3100	GO:0008152;GO:0008168
SCO3102	GO:0004672;GO:0005515;GO:0005524;GO:0006468
SCO3104	GO:0003677;GO:0006306;GO:0008170
SCO3109	GO:0003676;GO:0003684;GO:0005524;GO:0006281
SCO3110	GO:0016020
SCO3111	GO:0005524;GO:0016887
SCO3119	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO3122	GO:0000287;GO:0000902;GO:0003977;GO:0005737;GO:0009103;GO:0009252;GO:0019134
SCO3123	GO:0000287;GO:0004749;GO:0009156;GO:0009165;GO:0044249
SCO3124	GO:0003735;GO:0005840;GO:0006412;GO:0008097
SCO3125	GO:0004045
SCO3127	GO:0003824;GO:0006099;GO:0008964;GO:0015977
SCO3128	GO:0006629;GO:0016717;GO:0055114
SCO3129	GO:0003677
SCO3130	GO:0003824
SCO3132	GO:0030798
SCO3133	GO:0003700;GO:0006355
SCO3134	GO:0000160;GO:0003677;GO:0006355
SCO3135	GO:0008080
SCO3136	GO:0004335;GO:0005524;GO:0005737;GO:0006012;GO:0008152;GO:0016301;GO:0016773;GO:0046835
SCO3137	GO:0003824;GO:0003978;GO:0006012;GO:0050662
SCO3138	GO:0003824;GO:0006012;GO:0008108;GO:0008270
SCO3139	GO:0005215;GO:0006810;GO:0016020;GO:0055085
SCO3144	GO:0000160;GO:0003677;GO:0006355
SCO3146	GO:0005515
SCO3147	GO:0003677;GO:0005524;GO:0016887
SCO3148	GO:0005524;GO:0016114;GO:0050515
SCO3149	GO:0000154;GO:0000179;GO:0006364;GO:0008649
SCO3151	GO:0016788
SCO3153	GO:0008152;GO:0008168
SCO3154	GO:0000030;GO:0006493;GO:0016020
SCO3156	GO:0008658;GO:0046677
SCO3157	GO:0008658
SCO3158	GO:0051301
SCO3159	GO:0000041;GO:0016021
SCO3160	GO:0005887;GO:0006824;GO:0043190
SCO3161	GO:0005524;GO:0006824;GO:0016887
SCO3164	GO:0016020;GO:0016021
SCO3165	GO:0002161
SCO3166	GO:0016020
SCO3167	GO:0003677
SCO3168	GO:0005515;GO:0006508;GO:0008236
SCO3170	GO:0016491
SCO3172	GO:0004499;GO:0016491;GO:0050660;GO:0050661;GO:0055114
SCO3173	GO:0003677;GO:0006355
SCO3174	GO:0004518;GO:0006281
SCO3175	GO:0008080
SCO3178	GO:0008080
SCO3179	GO:0006777
SCO3180	GO:0006777
SCO3181	GO:0032324
SCO3182	GO:0003983;GO:0006011;GO:0009058;GO:0016779
SCO3184	GO:0016787;GO:0016811;GO:0017000
SCO3185	GO:0006812;GO:0006813;GO:0008324;GO:0015299;GO:0016021;GO:0055085
SCO3186	GO:0016021;GO:0055085
SCO3188	GO:0003824;GO:0009116;GO:0017061
SCO3190	GO:0005216;GO:0006810;GO:0016021
SCO3194	GO:0016740
SCO3196	GO:0005215;GO:0005351;GO:0006810;GO:0008982;GO:0009401;GO:0016020;GO:0016021;GO:0022877
SCO3197	GO:0005975;GO:0008662;GO:0016773
SCO3198	GO:0003700;GO:0005622;GO:0006355
SCO3199	GO:0006810;GO:0016021;GO:0055085
SCO3200	GO:0003700;GO:0006355
SCO3201	GO:0003677
SCO3202	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO3204	GO:0006725;GO:0008198;GO:0008270;GO:0016491;GO:0016701;GO:0055114
SCO3205	GO:0003700;GO:0006355
SCO3206	GO:0005215;GO:0006810;GO:0016021;GO:0055085
SCO3207	GO:0003677
SCO3208	GO:0006508;GO:0008233;GO:0008237
SCO3209	GO:0003677;GO:0006355
SCO3210	GO:0003849;GO:0009073
SCO3211	GO:0003824;GO:0004425;GO:0006568;GO:0008152
SCO3212	GO:0000162;GO:0004048;GO:0008152;GO:0016757
SCO3213	GO:0008152
SCO3214	GO:0009058;GO:0016833
SCO3215	GO:0008152;GO:0008168
SCO3216	GO:0000166;GO:0016021;GO:0046872
SCO3217	GO:0000160;GO:0003677;GO:0005515;GO:0006355;GO:0043531
SCO3219	GO:0003847;GO:0016042
SCO3221	GO:0004665;GO:0006571;GO:0008977;GO:0055114
SCO3224	GO:0005524;GO:0016887
SCO3225	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO3226	GO:0000160;GO:0003677;GO:0006355
SCO3227	GO:0003824;GO:0009058;GO:0030170
SCO3228	GO:0003824;GO:0010181;GO:0016491;GO:0055114
SCO3229	GO:0003868;GO:0009072;GO:0016701;GO:0055114
SCO3230	GO:0003824;GO:0008152;GO:0031177
SCO3231	GO:0003824;GO:0008152;GO:0031177
SCO3232	GO:0003824;GO:0008152;GO:0009058;GO:0016788;GO:0031177
SCO3233	GO:0003824
SCO3235	GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085
SCO3236	GO:0005506;GO:0016491;GO:0017000;GO:0033758;GO:0055114
SCO3237	GO:0003824;GO:0008152;GO:0047400
SCO3238	GO:0008270
SCO3239	GO:0016788
SCO3242	GO:0004659;GO:0016021
SCO3243	GO:0004512;GO:0006021;GO:0008654
SCO3245	GO:0016491;GO:0055114;GO:0071949
SCO3246	GO:0003824;GO:0004315;GO:0006633;GO:0008152
SCO3247	GO:0003995;GO:0008152;GO:0016627;GO:0055114
SCO3248	GO:0003824;GO:0008152
SCO3250	GO:0003677;GO:0006310;GO:0015074
SCO3251	GO:0003677
SCO3257	GO:0000166;GO:0003677;GO:0005524
SCO3259	GO:0003677;GO:0003700;GO:0006355
SCO3260	GO:0016787
SCO3261	GO:0005524
SCO3262	GO:0003676;GO:0004519
SCO3264	GO:0003677;GO:0003700;GO:0006355
SCO3269	GO:0003677;GO:0003700;GO:0006355
SCO3272	GO:0003677
SCO3275	GO:0003677;GO:0006355
SCO3276	GO:0008272;GO:0015116;GO:0016021
SCO3279	GO:0006812;GO:0015299;GO:0016021;GO:0055085
SCO3282	GO:0009236;GO:0016993
SCO3283	GO:0009236;GO:0016994;GO:0055114
SCO3284	GO:0003824;GO:0005515
SCO3291	GO:0005515
SCO3295	GO:0016491
SCO3296	GO:0016705;GO:0055114
SCO3297	GO:0016020
SCO3299	GO:0006396;GO:0008452
SCO3303	GO:0000049;GO:0000166;GO:0004812;GO:0004824;GO:0005524;GO:0005737;GO:0006418;GO:0006430
SCO3304	GO:0000166;GO:0004812;GO:0004814;GO:0005524;GO:0005737;GO:0006418;GO:0006420
SCO3305	GO:0016747
SCO3306	GO:0003824;GO:0009058;GO:0030170
SCO3308	GO:0003677;GO:0043565
SCO3311	GO:0003824;GO:0004655;GO:0033014;GO:0046872
SCO3313	GO:0010181;GO:0016491;GO:0055114
SCO3314	GO:0008270;GO:0016491;GO:0055114
SCO3315	GO:0003677
SCO3316	GO:0016491
SCO3317	GO:0004852;GO:0008152;GO:0008168;GO:0033014;GO:0055114
SCO3318	GO:0004418;GO:0018160;GO:0033014
SCO3319	GO:0008883;GO:0033014;GO:0050661;GO:0055114
SCO3320	GO:0005737;GO:0045892;GO:0048037;GO:0051775
SCO3322	GO:0008152;GO:0016791
SCO3323	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO3325	GO:0008152;GO:0016746
SCO3326	GO:0003824;GO:0050662
SCO3328	GO:0003677
SCO3330	GO:0004407;GO:0016575
SCO3331	GO:0016021;GO:0055085
SCO3333	GO:0008152;GO:0016787
SCO3334	GO:0000166;GO:0004812;GO:0004830;GO:0005524;GO:0005737;GO:0006418;GO:0006436
SCO3335	GO:0003677;GO:0003700;GO:0006355;GO:0043565
SCO3336	GO:0003824;GO:0008152
SCO3337	GO:0004735;GO:0006561;GO:0055114
SCO3338	GO:0006810;GO:0016020
SCO3339	GO:0005524;GO:0016887
SCO3340	GO:0008152;GO:0008168
SCO3344	GO:0004672;GO:0005524;GO:0006468
SCO3345	GO:0003824;GO:0004160;GO:0008152;GO:0009082
SCO3346	GO:0003677
SCO3351	GO:0003684;GO:0005524;GO:0006281
SCO3355	GO:0003677;GO:0003824;GO:0006281;GO:0006284;GO:0051539
SCO3356	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO3358	GO:0000160;GO:0003677;GO:0006355
SCO3359	GO:0000155;GO:0004871;GO:0007165;GO:0016021
SCO3361	GO:0003700;GO:0005622;GO:0006355;GO:0043565
SCO3362	GO:0006865;GO:0016020
SCO3363	GO:0008080
SCO3365	GO:0003677;GO:0043565
SCO3366	GO:0006810;GO:0016021;GO:0055085
SCO3367	GO:0003677
SCO3373	GO:0005515;GO:0005524;GO:0019538
SCO3376	GO:0008080
SCO3377	GO:0003677;GO:0045892
SCO3380	GO:0004594
SCO3381	GO:0003824;GO:0004514;GO:0009435;GO:0016763;GO:0019363
SCO3382	GO:0005737;GO:0008734;GO:0009435;GO:0016491;GO:0055114
SCO3383	GO:0004592;GO:0015940
SCO3384	GO:0055114
SCO3385	GO:0003824;GO:0006520;GO:0016829
SCO3387	GO:0003700;GO:0006355
SCO3389	GO:0000160;GO:0003677;GO:0006355
SCO3390	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO3392	GO:0016651;GO:0048038;GO:0051287;GO:0055114
SCO3398	GO:0004156;GO:0009396;GO:0042558;GO:0044237
SCO3400	GO:0004150;GO:0006760
SCO3401	GO:0003848;GO:0009396
SCO3403	GO:0003934;GO:0005737;GO:0046654
SCO3404	GO:0004222;GO:0005524;GO:0006508;GO:0016020
SCO3405	GO:0004422;GO:0005737;GO:0006166;GO:0009116
SCO3406	GO:0000166;GO:0005524;GO:0005737;GO:0008033;GO:0016879
SCO3408	GO:0004185;GO:0006508
SCO3409	GO:0000287;GO:0004427;GO:0005737;GO:0006796
SCO3413	GO:0003677;GO:0006355
SCO3414	GO:0003700;GO:0006355
SCO3415	GO:0008152;GO:0016787
SCO3416	GO:0003824;GO:0004351;GO:0006536;GO:0016831;GO:0019752;GO:0030170
SCO3417	GO:0006810;GO:0016020
SCO3418	GO:0005524;GO:0016887;GO:0043215;GO:1900753
SCO3420	GO:0008152;GO:0016491;GO:0016620;GO:0055114
SCO3421	GO:0003677;GO:0043565
SCO3425	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO3427	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO3428	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO3429	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO3430	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO3433	GO:0019538
SCO3434	GO:0003677;GO:0003887;GO:0006260;GO:0006261
SCO3435	GO:0003700;GO:0006355
SCO3436	GO:0003824;GO:0008152
SCO3439	GO:0005507
SCO3440	GO:0005507;GO:0016491;GO:0055114
SCO3442	GO:0009055;GO:0015035;GO:0045454
SCO3443	GO:0016491;GO:0045454;GO:0050660;GO:0055114
SCO3444	GO:0003824
SCO3446	GO:0008152;GO:0016787;GO:0019120
SCO3447	GO:0003677;GO:0006355
SCO3450	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO3453	GO:0005215;GO:0005524;GO:0006810;GO:0016820;GO:0016887;GO:0043190
SCO3454	GO:0006810;GO:0016020
SCO3455	GO:0006810;GO:0016020
SCO3457	GO:0008654;GO:0016020;GO:0016780
SCO3459	GO:0008152;GO:0008168
SCO3460	GO:0016491;GO:0016668;GO:0045454;GO:0050660;GO:0055114
SCO3462	GO:0003824
SCO3463	GO:0003824;GO:0009116
SCO3471	GO:0004553;GO:0005975
SCO3472	GO:0003677;GO:0004803;GO:0006313
SCO3473	GO:0003824;GO:0008152;GO:0016829
SCO3475	GO:0009063
SCO3476	GO:0016491
SCO3477	GO:0055114
SCO3478	GO:0008152;GO:0016616;GO:0051287;GO:0055114
SCO3479	GO:0003824;GO:0004553;GO:0004565;GO:0005975;GO:0009341;GO:0030246
SCO3480	GO:0009063
SCO3482	GO:0006810;GO:0016020
SCO3483	GO:0006810;GO:0016020
SCO3484	GO:0005215;GO:0006810
SCO3485	GO:0003677;GO:0006355
SCO3486	GO:0008152;GO:0016491;GO:0016620;GO:0055114
SCO3487	GO:0004565;GO:0005975;GO:0009341
SCO3493	GO:0008080
SCO3494	GO:0016773
SCO3495	GO:0003824;GO:0008152;GO:0016829
SCO3500	GO:0016829
SCO3501	GO:0016829
SCO3503	GO:0006810;GO:0016020
SCO3504	GO:0006810;GO:0016020
SCO3505	GO:0005215;GO:0006810
SCO3506	GO:0003677;GO:0006355
SCO3510	GO:0003676;GO:0003677;GO:0006306;GO:0008168;GO:0008170;GO:0032259
SCO3521	GO:0006812;GO:0008324;GO:0016021;GO:0055085
SCO3522	GO:0003700;GO:0006355
SCO3528	GO:0003678;GO:0005524;GO:0006260
SCO3537	GO:0003677;GO:0043565
SCO3542	GO:0004798;GO:0005524;GO:0006233;GO:0016021;GO:0055085
SCO3543	GO:0003677;GO:0003916;GO:0003917;GO:0006265
SCO3545	GO:0003676;GO:0008168;GO:0032259
SCO3547	GO:0004427;GO:0009678;GO:0015992;GO:0016020
SCO3549	GO:0006355;GO:0045152
SCO3550	GO:0003676;GO:0005524
SCO3556	GO:0005524;GO:0006810
SCO3558	GO:0008152;GO:0016791
SCO3561	GO:0003824;GO:0005975;GO:0016810
SCO3562	GO:0004089;GO:0008270;GO:0008272;GO:0015116;GO:0016021
SCO3563	GO:0003824;GO:0003987;GO:0008152;GO:0016208;GO:0019427
SCO3564	GO:0006814;GO:0006885;GO:0016021
SCO3566	GO:0003824
SCO3567	GO:0004252;GO:0006508;GO:0009403;GO:0016020
SCO3568	GO:0016787
SCO3569	GO:0003677;GO:0003824;GO:0003906;GO:0006281;GO:0006284;GO:0051539
SCO3571	GO:0003677;GO:0006355
SCO3573	GO:0016787
SCO3574	GO:0003824
SCO3580	GO:0008658
SCO3581	GO:0016884
SCO3582	GO:0016787
SCO3587	GO:0003677
SCO3588	GO:0046677
SCO3589	GO:0000155;GO:0004871;GO:0007165;GO:0016021
SCO3590	GO:0000160;GO:0003677;GO:0006355
SCO3593	GO:0009252;GO:0016755
SCO3594	GO:0008152;GO:0016616;GO:0051287;GO:0055114
SCO3595	GO:0003824;GO:0005524;GO:0005737;GO:0008716
SCO3596	GO:0005618;GO:0006508;GO:0008237;GO:0016805
SCO3598	GO:0016020
SCO3601	GO:0006813;GO:0008324
SCO3602	GO:0006812;GO:0015299;GO:0016021;GO:0055085
SCO3603	GO:0006812;GO:0006813;GO:0008324;GO:0015299;GO:0016021;GO:0055085
SCO3609	GO:0006813
SCO3610	GO:0006508;GO:0008236
SCO3611	GO:0016020
SCO3613	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO3614	GO:0003942;GO:0004073;GO:0005737;GO:0008652;GO:0009086;GO:0009088;GO:0009089;GO:0009097;GO:0016620;GO:0046983;GO:0050661;GO:0051287;GO:0055114
SCO3615	GO:0004072;GO:0008152;GO:0008652;GO:0009089;GO:0016597
SCO3618	GO:0003677;GO:0006281;GO:0006310
SCO3621	GO:0004672;GO:0005524;GO:0006468
SCO3622	GO:0003824;GO:0008483;GO:0030170
SCO3623	GO:0003700;GO:0006355
SCO3626	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO3629	GO:0004019;GO:0005525;GO:0006164
SCO3630	GO:0016301
SCO3633	GO:0005524;GO:0016887
SCO3636	GO:0005506;GO:0016705;GO:0020037;GO:0055114
SCO3638	GO:0000160;GO:0003677;GO:0006355
SCO3639	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO3640	GO:0000160;GO:0003677;GO:0006355
SCO3641	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO3642	GO:0016747
SCO3645	GO:0003824;GO:0005737;GO:0006569;GO:0009435;GO:0030170;GO:0030429
SCO3646	GO:0004833;GO:0019441;GO:0020037
SCO3648	GO:0006810;GO:0016021;GO:0055085
SCO3649	GO:0003824;GO:0004332;GO:0005975;GO:0006096;GO:0008270;GO:0016832
SCO3650	GO:0004588;GO:0006221;GO:0009116
SCO3651	GO:0003824;GO:0005975;GO:0016853;GO:0030246
SCO3653	GO:0000160;GO:0003677;GO:0006355
SCO3654	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO3655	GO:0003824
SCO3658	GO:0003824;GO:0009058;GO:0030170
SCO3660	GO:0000150;GO:0003677;GO:0006310
SCO3661	GO:0005524;GO:0005737;GO:0009408;GO:0016485;GO:0019538
SCO3662	GO:0016491;GO:0051537;GO:0055114
SCO3664	GO:0003677;GO:0006355
SCO3665	GO:0003677;GO:0006355
SCO3666	GO:0003677;GO:0006355
SCO3668	GO:0003677;GO:0006355
SCO3669	GO:0005524;GO:0006457;GO:0009408;GO:0031072;GO:0051082
SCO3670	GO:0000774;GO:0006457;GO:0042803;GO:0051087
SCO3671	GO:0005524;GO:0006457;GO:0051082
SCO3672	GO:0008963;GO:0016021
SCO3673	GO:0051536
SCO3676	GO:0016020
SCO3677	GO:0009116
SCO3678	GO:0006229;GO:0008829;GO:0016787;GO:0046080
SCO3679	GO:0003824;GO:0005515
SCO3682	GO:0006629;GO:0016021;GO:0016491
SCO3691	GO:0003824
SCO3692	GO:0006355;GO:0045152
SCO3694	GO:0003677;GO:0006355
SCO3695	GO:0016491;GO:0055114
SCO3696	GO:0003700;GO:0006355
SCO3697	GO:0016491;GO:0055114
SCO3698	GO:0015103;GO:0015297;GO:0016020;GO:0016021
SCO3699	GO:0003700;GO:0006355
SCO3701	GO:0016491;GO:0055114
SCO3702	GO:0008703;GO:0009231;GO:0055114
SCO3703	GO:0006810;GO:0030151
SCO3704	GO:0015412;GO:0015689;GO:0030288
SCO3705	GO:0005215;GO:0006810;GO:0015098;GO:0015689;GO:0016020;GO:0016021
SCO3706	GO:0005524;GO:0016887
SCO3709	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO3712	GO:0003824;GO:0005975;GO:0016810
SCO3715	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO3716	GO:0006813;GO:0008556;GO:0016021
SCO3717	GO:0000166;GO:0005524;GO:0006813;GO:0008556;GO:0016021;GO:0046872
SCO3718	GO:0005886;GO:0006813;GO:0008556
SCO3719	GO:0005886;GO:0008556;GO:0043462
SCO3721	GO:0004089;GO:0008270;GO:0015976
SCO3722	GO:0003700;GO:0006355
SCO3723	GO:0003824;GO:0005515
SCO3727	GO:0006950
SCO3729	GO:0003677;GO:0006355
SCO3730	GO:0016491;GO:0055114
SCO3731	GO:0003676;GO:0003677;GO:0006355
SCO3732	GO:0003676;GO:0005524
SCO3736	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO3739	GO:0003824;GO:0050662
SCO3740	GO:0000155;GO:0007165;GO:0016310;GO:0016772
SCO3741	GO:0000160;GO:0003677;GO:0006355
SCO3746	GO:0016491;GO:0042128;GO:0055114
SCO3748	GO:0003676;GO:0003677;GO:0006355
SCO3750	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO3752	GO:0005524;GO:0016887
SCO3753	GO:0016020
SCO3754	GO:0016020
SCO3755	GO:0005524;GO:0016887
SCO3756	GO:0000160;GO:0006355
SCO3757	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO3758	GO:0006629;GO:0016021;GO:0016491
SCO3763	GO:0006950
SCO3765	GO:0003824;GO:0016614;GO:0050660;GO:0055114
SCO3768	GO:0008565;GO:0015031
SCO3769	GO:0003677
SCO3770	GO:0005506;GO:0016705;GO:0020037;GO:0055114
SCO3771	GO:0008658;GO:0046677
SCO3772	GO:0005576;GO:0016787
SCO3773	GO:0003700;GO:0006355
SCO3777	GO:0016787
SCO3778	GO:0000166;GO:0004812;GO:0004829;GO:0005524;GO:0005737;GO:0006418;GO:0006435
SCO3780	GO:0003824;GO:0005975
SCO3782	GO:0003677;GO:0005515;GO:0043565
SCO3785	GO:0003824
SCO3792	GO:0000166;GO:0004812;GO:0004825;GO:0005524;GO:0005737;GO:0006418;GO:0006431
SCO3795	GO:0000166;GO:0003676;GO:0004812;GO:0005524;GO:0005737;GO:0006418;GO:0016874
SCO3796	GO:0003824;GO:0005515
SCO3800	GO:0003995;GO:0008152;GO:0016627;GO:0055114
SCO3801	GO:0004177;GO:0006508;GO:0008270
SCO3804	GO:0003677;GO:0003700;GO:0006355;GO:0043565
SCO3807	GO:0006807;GO:0016810
SCO3808	GO:0046872
SCO3809	GO:0016021;GO:0055085
SCO3810	GO:0003700;GO:0006355
SCO3811	GO:0006508;GO:0009002
SCO3812	GO:0003700;GO:0006355
SCO3815	GO:0008152;GO:0016746
SCO3816	GO:0003824;GO:0008152
SCO3817	GO:0008152;GO:0016624
SCO3818	GO:0000160;GO:0003677;GO:0006355
SCO3820	GO:0004672;GO:0005524;GO:0006468
SCO3821	GO:0004672;GO:0005524;GO:0006468
SCO3822	GO:0061136
SCO3823	GO:0016491;GO:0055114
SCO3824	GO:0005524;GO:0016887;GO:0043215;GO:1900753
SCO3825	GO:0006810;GO:0016020
SCO3826	GO:0006813
SCO3827	GO:0032324
SCO3829	GO:0008152;GO:0016746
SCO3830	GO:0003824;GO:0008152
SCO3831	GO:0008152;GO:0016624
SCO3832	GO:0003700;GO:0005622;GO:0006355;GO:0043565
SCO3833	GO:0003677
SCO3834	GO:0003857;GO:0006631;GO:0016491;GO:0055114
SCO3835	GO:0008152;GO:0016491;GO:0016620;GO:0055114
SCO3836	GO:0003723;GO:0006396;GO:0008173
SCO3842	GO:0003824;GO:0004553;GO:0005506;GO:0005576;GO:0005975;GO:0006725;GO:0008199;GO:0016702;GO:0030246;GO:0055114
SCO3843	GO:0005515
SCO3844	GO:0005515
SCO3845	GO:0003824
SCO3846	GO:0016021;GO:0051301
SCO3847	GO:0008658
SCO3848	GO:0004672;GO:0005524;GO:0006468
SCO3851	GO:0008152
SCO3855	GO:0004252;GO:0016021
SCO3856	GO:0000413;GO:0003755;GO:0006457
SCO3858	GO:0016765
SCO3859	GO:0003677
SCO3860	GO:0004672;GO:0005524;GO:0006468
SCO3864	GO:0003677;GO:0003700;GO:0006355
SCO3867	GO:0005506;GO:0009055
SCO3869	GO:0005515
SCO3871	GO:0051920;GO:0055114
SCO3873	GO:0003677;GO:0003916;GO:0003918;GO:0005524;GO:0005694;GO:0006259;GO:0006265
SCO3874	GO:0003677;GO:0003918;GO:0005524;GO:0005694;GO:0006265
SCO3876	GO:0003697;GO:0005524;GO:0006281
SCO3877	GO:0004616;GO:0006098;GO:0016491;GO:0055114
